2022-12-07 22:33:54,735 fast_tiny_tt_640_finetune_ic17mlt.py INFO: {
    "model": {
        "type": "FAST",
        "backbone": {
            "type": "fast_backbone",
            "config": "config/fast/nas-configs/fast_tiny.config"
        },
        "neck": {
            "type": "fast_neck",
            "config": "config/fast/nas-configs/fast_tiny.config"
        },
        "detection_head": {
            "type": "fast_head",
            "config": "config/fast/nas-configs/fast_tiny.config",
            "pooling_size": 9,
            "dropout_ratio": 0.1,
            "loss_text": {
                "type": "DiceLoss",
                "loss_weight": 0.5
            },
            "loss_kernel": {
                "type": "DiceLoss",
                "loss_weight": 1.0
            },
            "loss_emb": {
                "type": "EmbLoss_v1",
                "feature_dim": 4,
                "loss_weight": 0.25
            }
        }
    },
    "repeat_times": 10,
    "data": {
        "batch_size": 16,
        "train": {
            "type": "FAST_TT",
            "split": "train",
            "is_transform": true,
            "img_size": 640,
            "short_size": 640,
            "pooling_size": 9,
            "read_type": "cv2",
            "repeat_times": 10
        },
        "test": {
            "type": "FAST_TT",
            "split": "test",
            "short_size": 640,
            "read_type": "pil"
        }
    },
    "train_cfg": {
        "lr": 0.001,
        "schedule": "polylr",
        "epoch": 30,
        "optimizer": "Adam",
        "pretrain": "checkpoints/fast_tiny_ic17mlt_640/checkpoint_30ep.pth.tar",
        "save_interval": 1
    },
    "test_cfg": {
        "min_score": 0.85,
        "min_area": 250,
        "bbox_type": "poly",
        "result_path": "outputs/submit_tt/"
    }
}
2022-12-07 22:33:54,736 fast_tiny_tt_640_finetune_ic17mlt.py INFO: Checkpoint path: checkpoints/fast_tiny_tt_640_finetune_ic17mlt.
2022-12-07 22:34:00,923 fast_tiny_tt_640_finetune_ic17mlt.py INFO: Finetuning from pretrained model checkpoints/fast_tiny_ic17mlt_640/checkpoint_30ep.pth.tar.
2022-12-07 22:34:01,236 fast_tiny_tt_640_finetune_ic17mlt.py INFO: loading ema pretrained weights!
2022-12-07 22:34:01,252 fast_tiny_tt_640_finetune_ic17mlt.py INFO: <All keys matched successfully>
2022-12-07 22:34:01,258 fast_tiny_tt_640_finetune_ic17mlt.py INFO: fast_tiny_tt_640_finetune_ic17mlt
2022-12-07 22:34:01,258 fast_tiny_tt_640_finetune_ic17mlt.py INFO: 
Epoch: [1 | 30]
2022-12-07 22:34:29,276 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (1/783) LR: 0.001000 | Batch: 28.017s | Total: 0min | ETA: 366min | Loss: 0.422 | Loss(text/kernel/emb/rec): 0.143/0.215/0.063/0.000 | IoU(text/kernel): 0.728/0.529 | Acc rec: 0.000
2022-12-07 22:34:32,084 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (11/783) LR: 0.001000 | Batch: 2.802s | Total: 0min | ETA: 36min | Loss: 0.347 | Loss(text/kernel/emb/rec): 0.118/0.156/0.074/0.000 | IoU(text/kernel): 0.753/0.555 | Acc rec: 0.000
2022-12-07 22:34:35,215 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (21/783) LR: 0.000999 | Batch: 1.617s | Total: 1min | ETA: 21min | Loss: 0.329 | Loss(text/kernel/emb/rec): 0.117/0.138/0.074/0.000 | IoU(text/kernel): 0.751/0.567 | Acc rec: 0.000
2022-12-07 22:34:38,948 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (31/783) LR: 0.000999 | Batch: 1.216s | Total: 1min | ETA: 15min | Loss: 0.319 | Loss(text/kernel/emb/rec): 0.111/0.137/0.071/0.000 | IoU(text/kernel): 0.762/0.571 | Acc rec: 0.000
2022-12-07 22:34:42,691 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (41/783) LR: 0.000998 | Batch: 1.011s | Total: 1min | ETA: 13min | Loss: 0.308 | Loss(text/kernel/emb/rec): 0.106/0.134/0.068/0.000 | IoU(text/kernel): 0.772/0.574 | Acc rec: 0.000
2022-12-07 22:34:46,242 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (51/783) LR: 0.000998 | Batch: 0.882s | Total: 1min | ETA: 11min | Loss: 0.312 | Loss(text/kernel/emb/rec): 0.108/0.136/0.067/0.000 | IoU(text/kernel): 0.769/0.573 | Acc rec: 0.000
2022-12-07 22:34:49,988 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (61/783) LR: 0.000998 | Batch: 0.799s | Total: 1min | ETA: 10min | Loss: 0.310 | Loss(text/kernel/emb/rec): 0.109/0.134/0.067/0.000 | IoU(text/kernel): 0.768/0.576 | Acc rec: 0.000
2022-12-07 22:34:53,596 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (71/783) LR: 0.000997 | Batch: 0.737s | Total: 1min | ETA: 9min | Loss: 0.309 | Loss(text/kernel/emb/rec): 0.110/0.132/0.068/0.000 | IoU(text/kernel): 0.765/0.577 | Acc rec: 0.000
2022-12-07 22:34:57,422 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (81/783) LR: 0.000997 | Batch: 0.693s | Total: 1min | ETA: 8min | Loss: 0.308 | Loss(text/kernel/emb/rec): 0.110/0.131/0.068/0.000 | IoU(text/kernel): 0.765/0.577 | Acc rec: 0.000
2022-12-07 22:35:01,151 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (91/783) LR: 0.000997 | Batch: 0.658s | Total: 1min | ETA: 8min | Loss: 0.306 | Loss(text/kernel/emb/rec): 0.110/0.129/0.067/0.000 | IoU(text/kernel): 0.765/0.578 | Acc rec: 0.000
2022-12-07 22:35:04,973 fast_tiny_tt_640_finetune_ic17mlt.py INFO: (101/783) LR: 0.000996 | Batch: 0.631s | Total: 1min | ETA: 7min | Loss: 0.304 | Loss(text/kernel/emb/rec): 0.108/0.129/0.067/0.000 | IoU(text/kernel): 0.768/0.579 | Acc rec: 0.000
